,0
194,1.5198969626450893
195,1.494588888916839
196,1.4870019430291808
197,1.3202838883613521
198,1.4835060677020486
199,1.4615920860655434
200,1.475624605399717
201,1.4806465654005139
202,1.4249385912826729
203,1.4416107631994628
204,1.4405244356468778
205,1.3312962519794993
206,1.3387701537905987
207,1.3472266598786213
208,1.3994558644547066
209,1.412261351986867
210,1.3849062262751684
211,1.4105067455728526
212,1.3753834537709393
213,1.361026075277175
214,1.3560168610277887
215,1.4717745989782276
216,1.3902299693180722
217,1.3708295192039326
218,1.3653886044454042
219,0.08783934890345901
220,0.09749170277040872
221,0.10357884069016036
222,0.11066719729495189
223,0.11885694406363678
224,0.12114779807723079
225,0.13171606449255815
226,0.1379974289323609
227,0.14039040152375903
228,0.14684860752855472
229,0.149483982536986
230,0.15249563606361732
231,0.15842251692363463
232,1.3124443618550767
233,1.302091268404806
234,1.292668799874787
235,1.284095428513211
236,1.2703052655233655
237,1.2606528528302245
238,1.254487005529302
239,1.2502144181279367
240,1.2395635499292088
241,1.2388574543903756
242,1.223105413506172
243,1.2314283999473499
244,1.2129952319134334
245,1.1902200818706994
246,1.2017910936613525
247,1.2196774254894347
248,1.1742885786074895
249,1.1682762813000565
250,1.182516369923207
251,1.198936772887922
252,1.1950354843045234
253,1.1537347854858915
254,1.156792455659929
255,0.1609469741530224
256,0.1650588988287172
257,0.17527742361825396
258,0.1791389704638714
259,0.1852949044826614
260,0.21447261030517342
261,0.19331440949469317
262,0.19075668984509672
263,0.20205978763435442
264,0.20004679145865117
265,0.19937192200490228
266,1.140554545164271
267,1.147555418848888
268,1.1461807371090127
269,1.1299529675844189
270,1.117291169807702
271,1.1148776509692384
272,1.1033353245752546
273,1.107689315609149
274,1.09584769430536
275,1.08658743276898
276,1.0996106142067765
277,1.057107616000537
278,1.0647583859877676
279,1.0694196385722667
280,1.0763802553019421
281,1.078330810742021
282,1.04758450172712
283,0.8989987313789959
284,1.0386781912920033
285,0.9071035940422308
286,1.0457636934959773
287,0.9131759235583995
288,1.030581743381446
289,0.9254483745245833
290,0.9318150408357091
291,1.0280306628790181
292,1.0191945946560335
293,1.0166172764778172
294,1.0085054413238874
295,1.0044236383581826
296,0.9374330937824304
297,0.9793339622846191
298,0.9967527974039274
299,0.9419223314210088
300,0.9478130506625608
301,1.0104867133449615
302,0.9980503208868177
303,0.9459111618515502
304,0.9527678875713746
305,0.9728392789599914
306,0.9670301716174127
307,0.957324256988297
308,0.9709919982854623
309,0.20701003931862424
310,0.20950485442923863
311,0.21753405304509552
312,0.21632112609016574
313,0.8880457782178671
314,0.898321452207673
315,0.9049556433977171
316,0.22085259533665755
317,0.22164951953185164
318,0.22517841993423207
319,0.22743105367145283
320,0.23427478623282155
321,0.876155634753531
322,0.8628082271884714
323,0.8475689424676937
324,0.8812515890604256
325,0.8648295917725581
326,0.8569742978403132
327,0.8591621710815157
328,0.23799271056861557
329,0.24047196964714532
330,0.24239175180689565
331,0.24443687645701254
332,0.24690001510765638
333,0.2484925854876472
334,0.2518870683467242
335,0.25887307181358343
336,0.2534105149057024
337,0.843635704082639
338,0.8390449687975573
339,0.2649051592555569
340,0.8320247358873488
341,0.827562428034805
342,0.26663616690194836
343,0.2709837354221613
344,0.8212985976462007
345,0.7891419493079961
346,0.8189735815641175
347,0.8161477875661888
348,0.805186850936891
349,0.8059602967916322
350,0.8125134803979575
351,0.2699315547095646
352,0.7945701696395441
353,0.7922009022368359
354,0.7843159883151778
355,0.2772908516191489
356,0.27917326694050476
357,0.2803961624007547
358,0.78115579871379
359,0.7757858531153055
360,0.7730424921956036
361,0.7693820372390309
362,0.2832745133069937
363,0.7631471229276978
364,0.2856676314256909
365,0.287442274461673
366,0.32117718218496416
367,0.318438323647246
368,0.2907689089566975
369,0.31597252790942687
370,0.2933078986058606
371,0.7591914102818985
372,0.7527983195725233
373,0.749027271324296
374,0.31416250011793456
375,0.305085803337769
376,0.30073696721835064
377,0.2981480632142621
378,0.7551361291609708
379,0.3100913198835997
380,0.7423452965126778
381,0.7401300592214539
382,0.7372894070068453
383,0.29636081417965887
384,0.7321114324523769
385,0.30852818980573415
386,0.7270330274113947
387,0.6711127534822341
388,0.674078770335416
389,0.6769063840198102
390,0.6814469842625429
391,0.6933615285934964
392,0.6905727540644155
393,0.7196855271709087
394,0.701139376014304
395,0.7162250852933064
396,0.7048093130444688
397,0.7139783582419209
398,0.6855633394302089
399,0.7130604828592775
400,0.3250286250250395
401,0.6413771186600348
402,0.6539961522346276
403,0.6481855224644045
404,0.6619518464922702
405,0.6675681758735335
406,0.6660756363348811
407,0.3480159699379617
408,0.33803510770295375
409,0.33606903190556114
410,0.33167452277587195
411,0.32992663831139685
412,0.3435092981932881
413,0.6070801052856246
414,0.6122250763131528
415,0.6172231056680348
416,0.6262400910984016
417,0.6314876946918863
418,0.6379387760207824
419,0.6348876301702429
420,0.6334530291227695
421,0.6271971999503854
422,0.6575173752032396
423,0.6495813005666256
424,0.3797423140139613
425,0.3788328698470611
426,0.37383588412273555
427,0.36805467083213966
428,0.3506533710943506
429,0.35544213690003795
430,0.35800766429152175
431,0.5858941288283706
432,0.6026066526464781
433,0.5950600808211824
434,0.363664176501495
435,0.3438615077161937
436,0.35842860692806455
437,0.591337477940226
438,0.6003510744698839
439,0.5902387207614267
440,0.3520507902887744
441,0.4016022681890367
442,0.5808569581882668
443,0.5420208569174116
444,0.4059182996140525
445,0.3952647239723989
446,0.574520728675618
447,0.4215601240108578
448,0.42282470630899865
449,0.43663091467746995
450,0.43360950105349244
451,0.3859491659835878
452,0.5714287129640575
453,0.5576749578079696
454,0.3885012433467312
455,0.39027843787918204
456,0.42904368364388573
457,0.5613059599484239
458,0.3865846386671475
459,0.5691458480053008
460,0.3643435002897494
461,0.5645283845183646
462,0.5352478210760248
463,0.5512843454709785
464,0.529910823488569
465,0.5244308727540424
466,0.5048338939779833
467,0.5144298719842055
468,0.518296689610437
469,0.49434246435161033
470,0.4970254326068803
471,0.4795060743788405
472,0.4834666949645601
473,0.4640296416928745
474,0.4671749983476056
475,0.4511798224249572
476,0.45619082862402016
477,0.408713692119385
478,0.44890998574812135
479,0.4156831031705542
480,0.44212722310866076
481,0.4285326508399269
482,0.4426187875071349
483,0.526921314412467
484,0.4146445765610157
485,0.39461810579037504
486,0.4178753831060578
487,0.5669985833098594
488,0.5536783472382287
489,0.5446797338936289
490,0.5329354550569715
491,0.44807829931113796
492,0.5096128286718842
493,0.4988824618081167
494,0.4716665739444308
495,0.4589482292218321
496,0.5194121545659732
497,0.492490345524495
498,0.4852802639370252
499,0.47577940495372245
500,0.550121130937811
501,0.45943101756924254
502,0.5127005116545995
503,0.47579785790373025
